tvgtrackcode_x,racedate,race,R_Starters,R_TrackName,bettinginterestnumber_x,B_Horse,B_Jockey,B_MLOdds,H_JockMeetWinPct,H_JockMeetMoneyPct,H_JockYTDWinPct,H_TrainerYTDWinPct,H_TrainerYTDMoneyPct,S_BestFastDirt,S_BestTurf,T_Trainer_1,T_WinPct_1,T_WinPct_2,T_WinPct_3,T_WinPct_4,T_WinPct_5,HR_Beyer_1,HR_Beyer_2,HR_Beyer_3,HR_Beyer_4,HR_Beyer_5,tvgtrackcode_y,bettinginterestnumber_y,horsename,morninglineodds,currentodds,winpayout
CD,2020-06-11,6,11.0,Churchill Downs,3,Blanket of Roses,Garcia M,8-1,0.12,0.33,0.18,0.19,0.48,73,71,Maker Michael J,0.16,0.14,0.16,0.17,0.14,73.0,71.0,69.0,56.0,61.0,bel,2,factoring,8,10,22.6
CD,2020-06-11,6,11.0,Churchill Downs,4,King Theo,Talamo J,20-1,0.01,0.25,0.14,0.11,0.37,74,70,Vaccarezza Carlo,0.07,0.1,0.14,0.12,0.11,55.0,65.0,74.0,70.0,55.0,cd,6,vintage print,2,5/2,7.4
CD,2020-06-11,6,11.0,Churchill Downs,4,King Theo,Talamo J,20-1,0.01,0.25,0.14,0.11,0.37,74,70,Vaccarezza Carlo,0.07,0.1,0.14,0.12,0.11,55.0,65.0,74.0,70.0,55.0,bel,2,factoring,8,10,22.6
CD,2020-06-11,6,11.0,Churchill Downs,5,Elusive Ruler,Landeros C,3-1,0.08,0.28,0.07,0.11,0.35,66,78,Wilkes Ian R,0.17,0.14,0.17,0.13,0.13,78.0,45.0,65.0,66.0,66.0,cd,6,vintage print,2,5/2,7.4
CD,2020-06-11,6,11.0,Churchill Downs,5,Elusive Ruler,Landeros C,3-1,0.08,0.28,0.07,0.11,0.35,66,78,Wilkes Ian R,0.17,0.14,0.17,0.13,0.13,78.0,45.0,65.0,66.0,66.0,bel,2,factoring,8,10,22.6
CD,2020-06-11,6,11.0,Churchill Downs,1A,Unthrottled,Bridgmohan S X,15-1,0.19,0.38,0.21,0.11,0.39,71,77,Stewart Dallas,0.09,0.08,0.14,0.13,0.12,59.0,38.0,71.0,77.0,67.0,cd,6,vintage print,2,5/2,7.4
CD,2020-06-11,6,11.0,Churchill Downs,1A,Unthrottled,Bridgmohan S X,15-1,0.19,0.38,0.21,0.11,0.39,71,77,Stewart Dallas,0.09,0.08,0.14,0.13,0.12,59.0,38.0,71.0,77.0,67.0,bel,2,factoring,8,10,22.6
CD,2020-06-11,6,11.0,Churchill Downs,10,Dean Martini,Graham J,3-1,0.11,0.28,0.16,0.21,0.54,83,74,Amoss Thomas,0.16,0.23,0.18,0.24,,83.0,75.0,69.0,72.0,70.0,cd,6,vintage print,2,5/2,7.4
CD,2020-06-11,6,11.0,Churchill Downs,10,Dean Martini,Graham J,3-1,0.11,0.28,0.16,0.21,0.54,83,74,Amoss Thomas,0.16,0.23,0.18,0.24,,83.0,75.0,69.0,72.0,70.0,bel,2,factoring,8,10,22.6
CD,2020-06-11,7,9.0,Churchill Downs,2,Golden Notion,Geroux F,3-1,0.17,0.33,0.18,0.25,0.56,85,0,Cox Brad H,0.27,0.25,0.24,0.28,,78.0,70.0,78.0,72.0,72.0,cd,4,youngest of five,4,9/5,5.6
CD,2020-06-11,7,9.0,Churchill Downs,2,Golden Notion,Geroux F,3-1,0.17,0.33,0.18,0.25,0.56,85,0,Cox Brad H,0.27,0.25,0.24,0.28,,78.0,70.0,78.0,72.0,72.0,bel,5,our last buck,7/2,5,12.6
CD,2020-06-11,7,9.0,Churchill Downs,3,Firery Tale,Esquivel E,30-1,0.33,0.67,0.14,0.19,0.46,81,68,Contreras Cipriano,0.07,0.17,0.22,0.24,0.23,66.0,72.0,74.0,72.0,63.0,cd,4,youngest of five,4,9/5,5.6
CD,2020-06-11,7,9.0,Churchill Downs,3,Firery Tale,Esquivel E,30-1,0.33,0.67,0.14,0.19,0.46,81,68,Contreras Cipriano,0.07,0.17,0.22,0.24,0.23,66.0,72.0,74.0,72.0,63.0,bel,5,our last buck,7/2,5,12.6
CD,2020-06-11,7,9.0,Churchill Downs,5,Soaring Bird,Mena M,6-1,0.09,0.19,0.11,0.15,0.39,81,78,Stall Albert M Jr,0.21,0.22,0.18,0.19,0.18,68.0,83.0,81.0,80.0,77.0,cd,4,youngest of five,4,9/5,5.6
CD,2020-06-11,7,9.0,Churchill Downs,5,Soaring Bird,Mena M,6-1,0.09,0.19,0.11,0.15,0.39,81,78,Stall Albert M Jr,0.21,0.22,0.18,0.19,0.18,68.0,83.0,81.0,80.0,77.0,bel,5,our last buck,7/2,5,12.6
CD,2020-06-11,7,9.0,Churchill Downs,6,Comedian,Santana R Jr,5-1,0.14,0.36,0.18,0.18,0.47,83,0,Asmussen Steven M,0.18,0.2,0.2,0.2,,69.0,78.0,78.0,69.0,81.0,cd,4,youngest of five,4,9/5,5.6
CD,2020-06-11,7,9.0,Churchill Downs,6,Comedian,Santana R Jr,5-1,0.14,0.36,0.18,0.18,0.47,83,0,Asmussen Steven M,0.18,0.2,0.2,0.2,,69.0,78.0,78.0,69.0,81.0,bel,5,our last buck,7/2,5,12.6
CD,2020-06-11,7,9.0,Churchill Downs,7,Hersh,Lanerie C J,5-1,0.13,0.37,0.14,0.11,0.36,88,0,Barkley Jason,0.1,0.1,0.1,,,78.0,73.0,78.0,79.0,80.0,cd,4,youngest of five,4,9/5,5.6
CD,2020-06-11,7,9.0,Churchill Downs,7,Hersh,Lanerie C J,5-1,0.13,0.37,0.14,0.11,0.36,88,0,Barkley Jason,0.1,0.1,0.1,,,78.0,73.0,78.0,79.0,80.0,bel,5,our last buck,7/2,5,12.6
CD,2020-06-11,7,9.0,Churchill Downs,8,Grove Daddy,Murrill M,30-1,0.12,0.21,0.14,0.1,0.3,79,0,Pessin Neil L,0.17,0.11,0.09,0.0,,73.0,79.0,60.0,78.0,69.0,cd,4,youngest of five,4,9/5,5.6
CD,2020-06-11,7,9.0,Churchill Downs,8,Grove Daddy,Murrill M,30-1,0.12,0.21,0.14,0.1,0.3,79,0,Pessin Neil L,0.17,0.11,0.09,0.0,,73.0,79.0,60.0,78.0,69.0,bel,5,our last buck,7/2,5,12.6
CD,2020-06-11,7,9.0,Churchill Downs,9,And Seek,Talamo J,6-1,0.01,0.25,0.14,0.09,0.33,80,51,Romans Dale,0.05,0.14,0.11,0.12,0.11,73.0,80.0,73.0,79.0,78.0,cd,4,youngest of five,4,9/5,5.6
CD,2020-06-11,7,9.0,Churchill Downs,9,And Seek,Talamo J,6-1,0.01,0.25,0.14,0.09,0.33,80,51,Romans Dale,0.05,0.14,0.11,0.12,0.11,73.0,80.0,73.0,79.0,78.0,bel,5,our last buck,7/2,5,12.6
CD,2020-06-11,8,7.0,Churchill Downs,3,Morning Gold,Hernandez B J Jr,9-2,0.1,0.4,0.18,0.14,0.35,50,73,McPeek Kenneth G,0.06,0.16,0.14,0.14,0.1,68.0,63.0,50.0,73.0,64.0,cd,5,velvet crush,9/2,17,37.4
CD,2020-06-11,8,7.0,Churchill Downs,3,Morning Gold,Hernandez B J Jr,9-2,0.1,0.4,0.18,0.14,0.35,50,73,McPeek Kenneth G,0.06,0.16,0.14,0.14,0.1,68.0,63.0,50.0,73.0,64.0,bel,4,value engineering,5/2,3,8.3
CD,2020-06-11,8,7.0,Churchill Downs,4,Elusive Molly,Garcia M,5-1,0.12,0.33,0.18,0.19,0.48,76,67,Maker Michael J,0.19,0.17,0.16,0.19,0.17,73.0,76.0,72.0,67.0,63.0,cd,5,velvet crush,9/2,17,37.4
CD,2020-06-11,8,7.0,Churchill Downs,4,Elusive Molly,Garcia M,5-1,0.12,0.33,0.18,0.19,0.48,76,67,Maker Michael J,0.19,0.17,0.16,0.19,0.17,73.0,76.0,72.0,67.0,63.0,bel,4,value engineering,5/2,3,8.3
CD,2020-06-11,8,7.0,Churchill Downs,5,Velvet Crush,Geroux F,9-2,0.17,0.33,0.18,0.11,0.4,78,62,Brisset Rodolphe,0.1,0.2,0.17,0.18,0.15,52.0,78.0,57.0,62.0,48.0,cd,5,velvet crush,9/2,17,37.4
CD,2020-06-11,8,7.0,Churchill Downs,5,Velvet Crush,Geroux F,9-2,0.17,0.33,0.18,0.11,0.4,78,62,Brisset Rodolphe,0.1,0.2,0.17,0.18,0.15,52.0,78.0,57.0,62.0,48.0,bel,4,value engineering,5/2,3,8.3
CD,2020-06-11,8,7.0,Churchill Downs,6,Seattle Slang,Santana R Jr,7-2,0.14,0.36,0.18,0.18,0.47,77,55,Asmussen Steven M,0.19,0.2,0.18,0.18,,72.0,77.0,52.0,63.0,55.0,cd,5,velvet crush,9/2,17,37.4
CD,2020-06-11,8,7.0,Churchill Downs,6,Seattle Slang,Santana R Jr,7-2,0.14,0.36,0.18,0.18,0.47,77,55,Asmussen Steven M,0.19,0.2,0.18,0.18,,72.0,77.0,52.0,63.0,55.0,bel,4,value engineering,5/2,3,8.3
CD,2020-06-11,8,7.0,Churchill Downs,7,Bourbina,Prescott R,20-1,0.0,0.09,0.08,0.17,0.17,66,0,Cook Jason,0.25,0.0,0.0,0.13,0.0,28.0,66.0,64.0,46.0,39.0,cd,5,velvet crush,9/2,17,37.4
CD,2020-06-11,8,7.0,Churchill Downs,7,Bourbina,Prescott R,20-1,0.0,0.09,0.08,0.17,0.17,66,0,Cook Jason,0.25,0.0,0.0,0.13,0.0,28.0,66.0,64.0,46.0,39.0,bel,4,value engineering,5/2,3,8.3
CD,2020-06-11,9,18.0,Churchill Downs,3,Take Charge Patti,Talamo J,12-1,0.01,0.25,0.14,0.06,0.42,62,63,McGee Paul J,0.06,0.0,0.1,0.14,0.08,62.0,63.0,51.0,48.0,44.0,cd,4,tizahra,5/2,2,6.0
CD,2020-06-11,9,18.0,Churchill Downs,3,Take Charge Patti,Talamo J,12-1,0.01,0.25,0.14,0.06,0.42,62,63,McGee Paul J,0.06,0.0,0.1,0.14,0.08,62.0,63.0,51.0,48.0,44.0,bel,3,moretti,8,4,10.4
CD,2020-06-11,9,18.0,Churchill Downs,4,Tizahra,Landeros C,5-2,0.08,0.28,0.07,0.11,0.35,0,75,Wilkes Ian R,0.1,0.0,0.13,0.13,0.1,75.0,75.0,56.0,75.0,34.0,cd,4,tizahra,5/2,2,6.0
CD,2020-06-11,9,18.0,Churchill Downs,4,Tizahra,Landeros C,5-2,0.08,0.28,0.07,0.11,0.35,0,75,Wilkes Ian R,0.1,0.0,0.13,0.13,0.1,75.0,75.0,56.0,75.0,34.0,bel,3,moretti,8,4,10.4
CD,2020-06-11,9,18.0,Churchill Downs,8,Justleaveitalone,Castanon J L,15-1,0.0,0.0,0.2,0.09,0.37,67,57,Hess R B Jr,0.12,0.12,0.13,0.09,,53.0,54.0,67.0,57.0,60.0,cd,4,tizahra,5/2,2,6.0
CD,2020-06-11,9,18.0,Churchill Downs,8,Justleaveitalone,Castanon J L,15-1,0.0,0.0,0.2,0.09,0.37,67,57,Hess R B Jr,0.12,0.12,0.13,0.09,,53.0,54.0,67.0,57.0,60.0,bel,3,moretti,8,4,10.4
CD,2020-06-12,1,9.0,Churchill Downs,2,Drop Dead Gorgeous,Santana R Jr,1-1,0.16,0.36,0.19,0.18,0.47,70,76,Asmussen Steven M,0.21,0.18,0.2,0.2,0.19,60.0,58.0,61.0,40.0,55.0,cd,2,drop dead gorgeous,1,1/2,3.0
CD,2020-06-12,1,9.0,Churchill Downs,2,Drop Dead Gorgeous,Santana R Jr,1-1,0.16,0.36,0.19,0.18,0.47,70,76,Asmussen Steven M,0.21,0.18,0.2,0.2,0.19,60.0,58.0,61.0,40.0,55.0,bel,2,wink,6,8,19.8
CD,2020-06-12,1,9.0,Churchill Downs,4,Better Angels,Carroll D,12-1,0.0,0.27,0.12,0.11,0.44,40,42,Walker Charles C Jr,0.04,0.08,0.04,0.05,0.14,21.0,37.0,40.0,35.0,42.0,cd,2,drop dead gorgeous,1,1/2,3.0
CD,2020-06-12,1,9.0,Churchill Downs,4,Better Angels,Carroll D,12-1,0.0,0.27,0.12,0.11,0.44,40,42,Walker Charles C Jr,0.04,0.08,0.04,0.05,0.14,21.0,37.0,40.0,35.0,42.0,bel,2,wink,6,8,19.8
CD,2020-06-12,1,9.0,Churchill Downs,6,Excelerita,Court J K,10-1,0.08,0.19,0.04,0.0,0.0,34,0,Mattingly James E,0.0,0.06,0.0,0.0,,34.0,21.0,28.0,17.0,34.0,cd,2,drop dead gorgeous,1,1/2,3.0
CD,2020-06-12,1,9.0,Churchill Downs,6,Excelerita,Court J K,10-1,0.08,0.19,0.04,0.0,0.0,34,0,Mattingly James E,0.0,0.06,0.0,0.0,,34.0,21.0,28.0,17.0,34.0,bel,2,wink,6,8,19.8
CD,2020-06-12,1,9.0,Churchill Downs,8,Her Giant,Borel C H,10-1,0.0,0.0,0.11,0.0,0.0,54,6,Durbin James R,0.0,0.0,0.04,0.0,0.08,39.0,35.0,24.0,50.0,28.0,cd,2,drop dead gorgeous,1,1/2,3.0
CD,2020-06-12,1,9.0,Churchill Downs,8,Her Giant,Borel C H,10-1,0.0,0.0,0.11,0.0,0.0,54,6,Durbin James R,0.0,0.0,0.04,0.0,0.08,39.0,35.0,24.0,50.0,28.0,bel,2,wink,6,8,19.8
CD,2020-06-12,1,9.0,Churchill Downs,9,Rozafa,Graham J,8-1,0.12,0.3,0.16,0.11,0.37,48,0,Barkley Jason,0.09,0.1,0.1,0.07,,38.0,48.0,48.0,41.0,26.0,cd,2,drop dead gorgeous,1,1/2,3.0
CD,2020-06-12,1,9.0,Churchill Downs,9,Rozafa,Graham J,8-1,0.12,0.3,0.16,0.11,0.37,48,0,Barkley Jason,0.09,0.1,0.1,0.07,,38.0,48.0,48.0,41.0,26.0,bel,2,wink,6,8,19.8
CD,2020-06-12,3,11.0,Churchill Downs,1,Bulletin,Santana R Jr,7-2,0.16,0.36,0.19,0.18,0.47,77,93,Asmussen Steven M,0.22,0.17,0.2,0.18,,83.0,37.0,77.0,93.0,79.0,cd,5,fast boat,7/2,5/2,7.8
CD,2020-06-12,3,11.0,Churchill Downs,1,Bulletin,Santana R Jr,7-2,0.16,0.36,0.19,0.18,0.47,77,93,Asmussen Steven M,0.22,0.17,0.2,0.18,,83.0,37.0,77.0,93.0,79.0,bel,6,reed kan,10,4,10.8
CD,2020-06-12,3,11.0,Churchill Downs,2,Tell Your Daddy,Geroux F,8-1,0.17,0.33,0.18,0.1,0.29,69,86,Pessin Neil L,0.1,0.0,0.11,0.09,0.14,77.0,86.0,83.0,86.0,73.0,cd,5,fast boat,7/2,5/2,7.8
CD,2020-06-12,3,11.0,Churchill Downs,2,Tell Your Daddy,Geroux F,8-1,0.17,0.33,0.18,0.1,0.29,69,86,Pessin Neil L,0.1,0.0,0.11,0.09,0.14,77.0,86.0,83.0,86.0,73.0,bel,6,reed kan,10,4,10.8
CD,2020-06-12,3,11.0,Churchill Downs,3,Smart Remark,Bejarano R,6-1,0.13,0.23,0.11,0.02,0.26,86,98,Oliver Victoria,0.0,0.18,0.08,0.08,0.07,84.0,79.0,88.0,98.0,73.0,cd,5,fast boat,7/2,5/2,7.8
CD,2020-06-12,3,11.0,Churchill Downs,3,Smart Remark,Bejarano R,6-1,0.13,0.23,0.11,0.02,0.26,86,98,Oliver Victoria,0.0,0.18,0.08,0.08,0.07,84.0,79.0,88.0,98.0,73.0,bel,6,reed kan,10,4,10.8
CD,2020-06-12,3,11.0,Churchill Downs,4,Fielder,Graham J,6-1,0.12,0.3,0.16,0.03,0.34,82,92,Quartarolo Anthony T,0.04,0.0,0.0,0.04,0.06,78.0,92.0,76.0,89.0,91.0,cd,5,fast boat,7/2,5/2,7.8
CD,2020-06-12,3,11.0,Churchill Downs,4,Fielder,Graham J,6-1,0.12,0.3,0.16,0.03,0.34,82,92,Quartarolo Anthony T,0.04,0.0,0.0,0.04,0.06,78.0,92.0,76.0,89.0,91.0,bel,6,reed kan,10,4,10.8
CD,2020-06-12,3,11.0,Churchill Downs,2B,Elusive Mischief,Leparoux J R,8-1,0.11,0.28,0.11,0.12,0.36,87,87,Wilkes Ian R,0.11,0.13,0.13,0.15,,87.0,82.0,75.0,75.0,68.0,cd,5,fast boat,7/2,5/2,7.8
CD,2020-06-12,3,11.0,Churchill Downs,2B,Elusive Mischief,Leparoux J R,8-1,0.11,0.28,0.11,0.12,0.36,87,87,Wilkes Ian R,0.11,0.13,0.13,0.15,,87.0,82.0,75.0,75.0,68.0,bel,6,reed kan,10,4,10.8
CD,2020-06-12,3,11.0,Churchill Downs,1A,Copper Town,Corrales G,7-2,0.26,0.58,0.24,0.25,0.61,106,0,Ward Wesley A,0.29,0.2,0.19,0.25,0.16,96.0,69.0,88.0,101.0,106.0,cd,5,fast boat,7/2,5/2,7.8
CD,2020-06-12,3,11.0,Churchill Downs,1A,Copper Town,Corrales G,7-2,0.26,0.58,0.24,0.25,0.61,106,0,Ward Wesley A,0.29,0.2,0.19,0.25,0.16,96.0,69.0,88.0,101.0,106.0,bel,6,reed kan,10,4,10.8
CD,2020-06-12,3,11.0,Churchill Downs,5,Fast Boat,Beschizza A,7-2,0.03,0.28,0.13,0.16,0.44,0,91,Sharp Joe,0.08,0.15,0.19,0.17,,91.0,91.0,91.0,91.0,88.0,cd,5,fast boat,7/2,5/2,7.8
CD,2020-06-12,3,11.0,Churchill Downs,5,Fast Boat,Beschizza A,7-2,0.03,0.28,0.13,0.16,0.44,0,91,Sharp Joe,0.08,0.15,0.19,0.17,,91.0,91.0,91.0,91.0,88.0,bel,6,reed kan,10,4,10.8
CD,2020-06-12,3,11.0,Churchill Downs,6,Just Might,Saez G,3-1,0.11,0.32,0.13,0.07,0.39,79,99,Lovell Michelle,0.12,0.05,0.1,0.09,0.11,99.0,99.0,78.0,76.0,75.0,cd,5,fast boat,7/2,5/2,7.8
CD,2020-06-12,3,11.0,Churchill Downs,6,Just Might,Saez G,3-1,0.11,0.32,0.13,0.07,0.39,79,99,Lovell Michelle,0.12,0.05,0.1,0.09,0.11,99.0,99.0,78.0,76.0,75.0,bel,6,reed kan,10,4,10.8
CD,2020-06-12,3,11.0,Churchill Downs,7,Maniacal,Gaffalione T,4-1,0.19,0.53,0.18,0.18,0.45,92,90,Kenneally Eddie,0.17,0.2,0.19,0.2,0.26,89.0,64.0,62.0,69.0,80.0,cd,5,fast boat,7/2,5/2,7.8
CD,2020-06-12,3,11.0,Churchill Downs,7,Maniacal,Gaffalione T,4-1,0.19,0.53,0.18,0.18,0.45,92,90,Kenneally Eddie,0.17,0.2,0.19,0.2,0.26,89.0,64.0,62.0,69.0,80.0,bel,6,reed kan,10,4,10.8
CD,2020-06-12,3,11.0,Churchill Downs,8,Little Kansas,Court J K,5-1,0.08,0.19,0.04,0.0,0.07,76,22,Barnett Bobby C,0.0,0.11,0.13,0.04,0.33,60.0,66.0,76.0,76.0,73.0,cd,5,fast boat,7/2,5/2,7.8
CD,2020-06-12,3,11.0,Churchill Downs,8,Little Kansas,Court J K,5-1,0.08,0.19,0.04,0.0,0.07,76,22,Barnett Bobby C,0.0,0.11,0.13,0.04,0.33,60.0,66.0,76.0,76.0,73.0,bel,6,reed kan,10,4,10.8
CD,2020-06-12,3,11.0,Churchill Downs,9,Madison's Luna,Sanjur S,3-1,0.0,0.11,0.1,0.22,0.39,92,83,Bauer Philip A,0.11,0.15,0.16,0.07,0.05,77.0,67.0,79.0,71.0,69.0,cd,5,fast boat,7/2,5/2,7.8
CD,2020-06-12,3,11.0,Churchill Downs,9,Madison's Luna,Sanjur S,3-1,0.0,0.11,0.1,0.22,0.39,92,83,Bauer Philip A,0.11,0.15,0.16,0.07,0.05,77.0,67.0,79.0,71.0,69.0,bel,6,reed kan,10,4,10.8
CD,2020-06-12,4,7.0,Churchill Downs,1,Admire,Talamo J,5-2,0.01,0.27,0.13,0.09,0.34,87,0,Romans Dale,0.08,0.11,0.1,0.11,,78.0,74.0,78.0,68.0,61.0,cd,1,admire,5/2,4/5,3.6
CD,2020-06-12,4,7.0,Churchill Downs,1,Admire,Talamo J,5-2,0.01,0.27,0.13,0.09,0.34,87,0,Romans Dale,0.08,0.11,0.1,0.11,,78.0,74.0,78.0,68.0,61.0,bel,8,rhythm section,5/2,8/5,5.2
CD,2020-06-12,4,7.0,Churchill Downs,2,Martial Eagle,Sanjur S,5-1,0.0,0.11,0.1,0.17,0.33,77,69,Montano Angel,0.24,0.1,0.1,0.11,,77.0,69.0,77.0,66.0,52.0,cd,1,admire,5/2,4/5,3.6
CD,2020-06-12,4,7.0,Churchill Downs,2,Martial Eagle,Sanjur S,5-1,0.0,0.11,0.1,0.17,0.33,77,69,Montano Angel,0.24,0.1,0.1,0.11,,77.0,69.0,77.0,66.0,52.0,bel,8,rhythm section,5/2,8/5,5.2
CD,2020-06-12,4,7.0,Churchill Downs,3,Trashtalkinyankee,Baze T C,6-1,0.06,0.28,0.1,0.04,0.29,74,0,Van Berg Thomas L,0.03,0.07,0.13,0.05,,73.0,74.0,63.0,65.0,73.0,cd,1,admire,5/2,4/5,3.6
CD,2020-06-12,4,7.0,Churchill Downs,3,Trashtalkinyankee,Baze T C,6-1,0.06,0.28,0.1,0.04,0.29,74,0,Van Berg Thomas L,0.03,0.07,0.13,0.05,,73.0,74.0,63.0,65.0,73.0,bel,8,rhythm section,5/2,8/5,5.2
CD,2020-06-12,4,7.0,Churchill Downs,4,Galindo,Lanerie C J,3-1,0.12,0.37,0.14,0.05,0.43,82,65,McGee Paul J,0.06,0.13,0.14,0.19,,77.0,65.0,73.0,71.0,68.0,cd,1,admire,5/2,4/5,3.6
CD,2020-06-12,4,7.0,Churchill Downs,4,Galindo,Lanerie C J,3-1,0.12,0.37,0.14,0.05,0.43,82,65,McGee Paul J,0.06,0.13,0.14,0.19,,77.0,65.0,73.0,71.0,68.0,bel,8,rhythm section,5/2,8/5,5.2
CD,2020-06-12,4,7.0,Churchill Downs,5,Oro de Tejano,Cohen D,3-1,0.19,0.29,0.15,0.23,0.52,77,57,Diodoro Robertino,0.25,0.25,0.25,,,74.0,78.0,68.0,75.0,77.0,cd,1,admire,5/2,4/5,3.6
CD,2020-06-12,4,7.0,Churchill Downs,5,Oro de Tejano,Cohen D,3-1,0.19,0.29,0.15,0.23,0.52,77,57,Diodoro Robertino,0.25,0.25,0.25,,,74.0,78.0,68.0,75.0,77.0,bel,8,rhythm section,5/2,8/5,5.2
CD,2020-06-12,4,7.0,Churchill Downs,6,Just Like Richie,Morales E,20-1,0.06,0.38,0.1,0.06,0.06,73,68,Guerrero Sal,0.25,0.04,0.03,0.07,,48.0,35.0,998.0,57.0,63.0,cd,1,admire,5/2,4/5,3.6
CD,2020-06-12,4,7.0,Churchill Downs,6,Just Like Richie,Morales E,20-1,0.06,0.38,0.1,0.06,0.06,73,68,Guerrero Sal,0.25,0.04,0.03,0.07,,48.0,35.0,998.0,57.0,63.0,bel,8,rhythm section,5/2,8/5,5.2
CD,2020-06-12,4,7.0,Churchill Downs,7,Daddy's On Strike,Bejarano R,8-1,0.13,0.23,0.11,0.0,0.09,75,60,Green Troy,0.0,0.04,0.03,0.0,,75.0,72.0,998.0,35.0,67.0,cd,1,admire,5/2,4/5,3.6
CD,2020-06-12,4,7.0,Churchill Downs,7,Daddy's On Strike,Bejarano R,8-1,0.13,0.23,0.11,0.0,0.09,75,60,Green Troy,0.0,0.04,0.03,0.0,,75.0,72.0,998.0,35.0,67.0,bel,8,rhythm section,5/2,8/5,5.2
CD,2020-06-12,5,15.0,Churchill Downs,2,Ekati's Verve,Albarado R J,8-1,0.0,0.08,0.06,0.11,0.38,75,0,Stewart Dallas,0.07,0.11,0.13,0.09,,60.0,66.0,68.0,60.0,75.0,cd,12,ronamo,5/2,6/5,4.4
CD,2020-06-12,5,15.0,Churchill Downs,2,Ekati's Verve,Albarado R J,8-1,0.0,0.08,0.06,0.11,0.38,75,0,Stewart Dallas,0.07,0.11,0.13,0.09,,60.0,66.0,68.0,60.0,75.0,bel,1,lottie's mizzion,3,7/5,4.9
CD,2020-06-12,5,15.0,Churchill Downs,2,Ekati's Verve,Albarado R J,8-1,0.0,0.08,0.06,0.11,0.38,75,0,Stewart Dallas,0.07,0.11,0.13,0.09,,60.0,66.0,68.0,60.0,75.0,bel,1,queenofeverything,3,7/5,4.9
CD,2020-06-12,5,15.0,Churchill Downs,3,Yashima,Talamo J,10-1,0.01,0.27,0.13,0.11,0.38,62,0,Stewart Dallas,0.07,0.11,0.11,0.13,0.09,62.0,52.0,56.0,40.0,58.0,cd,12,ronamo,5/2,6/5,4.4
CD,2020-06-12,5,15.0,Churchill Downs,3,Yashima,Talamo J,10-1,0.01,0.27,0.13,0.11,0.38,62,0,Stewart Dallas,0.07,0.11,0.11,0.13,0.09,62.0,52.0,56.0,40.0,58.0,bel,1,lottie's mizzion,3,7/5,4.9
CD,2020-06-12,5,15.0,Churchill Downs,3,Yashima,Talamo J,10-1,0.01,0.27,0.13,0.11,0.38,62,0,Stewart Dallas,0.07,0.11,0.11,0.13,0.09,62.0,52.0,56.0,40.0,58.0,bel,1,queenofeverything,3,7/5,4.9
CD,2020-06-12,5,15.0,Churchill Downs,8,Liberty's Pursuit,Hernandez B J Jr,12-1,0.09,0.39,0.18,0.14,0.35,64,52,McPeek Kenneth G,0.15,0.14,0.13,0.14,0.16,47.0,51.0,52.0,47.0,64.0,cd,12,ronamo,5/2,6/5,4.4
CD,2020-06-12,5,15.0,Churchill Downs,8,Liberty's Pursuit,Hernandez B J Jr,12-1,0.09,0.39,0.18,0.14,0.35,64,52,McPeek Kenneth G,0.15,0.14,0.13,0.14,0.16,47.0,51.0,52.0,47.0,64.0,bel,1,lottie's mizzion,3,7/5,4.9
CD,2020-06-12,5,15.0,Churchill Downs,8,Liberty's Pursuit,Hernandez B J Jr,12-1,0.09,0.39,0.18,0.14,0.35,64,52,McPeek Kenneth G,0.15,0.14,0.13,0.14,0.16,47.0,51.0,52.0,47.0,64.0,bel,1,queenofeverything,3,7/5,4.9
CD,2020-06-12,5,15.0,Churchill Downs,10,Instigated,Santana R Jr,7-2,0.16,0.36,0.19,0.14,0.41,79,0,Hartman Chris A,0.08,0.09,0.15,0.16,0.11,64.0,58.0,63.0,79.0,67.0,cd,12,ronamo,5/2,6/5,4.4
CD,2020-06-12,5,15.0,Churchill Downs,10,Instigated,Santana R Jr,7-2,0.16,0.36,0.19,0.14,0.41,79,0,Hartman Chris A,0.08,0.09,0.15,0.16,0.11,64.0,58.0,63.0,79.0,67.0,bel,1,lottie's mizzion,3,7/5,4.9
CD,2020-06-12,5,15.0,Churchill Downs,10,Instigated,Santana R Jr,7-2,0.16,0.36,0.19,0.14,0.41,79,0,Hartman Chris A,0.08,0.09,0.15,0.16,0.11,64.0,58.0,63.0,79.0,67.0,bel,1,queenofeverything,3,7/5,4.9
CD,2020-06-12,5,15.0,Churchill Downs,12,Ronamo,Lanerie C J,5-2,0.12,0.37,0.14,0.11,0.42,80,44,Catalano Wayne M,0.11,0.12,0.17,0.16,,78.0,80.0,78.0,78.0,66.0,cd,12,ronamo,5/2,6/5,4.4
CD,2020-06-12,5,15.0,Churchill Downs,12,Ronamo,Lanerie C J,5-2,0.12,0.37,0.14,0.11,0.42,80,44,Catalano Wayne M,0.11,0.12,0.17,0.16,,78.0,80.0,78.0,78.0,66.0,bel,1,lottie's mizzion,3,7/5,4.9
CD,2020-06-12,5,15.0,Churchill Downs,12,Ronamo,Lanerie C J,5-2,0.12,0.37,0.14,0.11,0.42,80,44,Catalano Wayne M,0.11,0.12,0.17,0.16,,78.0,80.0,78.0,78.0,66.0,bel,1,queenofeverything,3,7/5,4.9
