,tvgtrackcode,racedate,race,R_Starters,R_TrackName,bettinginterestnumber_x,horsename,B_Jockey,B_MLOdds,H_JockMeetWinPct,H_JockMeetMoneyPct,H_JockYTDWinPct,H_TrainerYTDWinPct,H_TrainerYTDMoneyPct,S_BestFastDirt,S_BestTurf,T_Trainer_1,T_WinPct_1,T_WinPct_2,T_WinPct_3,T_WinPct_4,T_WinPct_5,HR_Beyer_1,HR_Beyer_2,HR_Beyer_3,HR_Beyer_4,HR_Beyer_5,bettinginterestnumber_y,morninglineodds,currentodds,winpayout,Winner?
454,cd,5/30/20,8,16,Churchill Downs,5,dreams of yvonne,Pedroza M,30-1,0,0,0.09,0.08,0.31,50,0,Ennis John,0,0.04,0.04,0.09,,50,47,,,,,,,0,0
455,cd,5/30/20,8,16,Churchill Downs,6,what a country,Johnson J M,1-Oct,0,0,0,0,0.08,70,0,Hartlage Gary G,0.09,0.09,0,,,70,71,72,,,6,10,17,36.8,1
456,cd,5/30/20,8,16,Churchill Downs,7,bear alley,Talamo J,2-Jul,0.02,0.25,0.14,0.1,0.33,69,74,Romans Dale,0.19,0.13,0.11,0.1,0.06,74,69,64,40,,,,,0,0
457,cd,5/30/20,8,16,Churchill Downs,8,oceanic,Graham J,15-1,0.11,0.3,0.16,0.16,0.43,64,0,Blair Jordan,0.11,0.07,0.1,0.11,0.16,64,,,,,,,,0,0
458,cd,5/30/20,8,16,Churchill Downs,9,ashiham,Velazquez J R,5-Aug,0.21,0.43,0.18,0.19,0.54,76,0,Pletcher Todd A,0.21,0.14,0.16,0.22,0.22,76,65,,,,,,,0,0
459,cd,5/30/20,8,16,Churchill Downs,10,mud pie,Leparoux J R,1-Dec,0.05,0.28,0.1,0.09,0.29,63,0,Arnold George R II,0.14,0.11,0,0.14,0.12,63,69,46,,,,,,0,0
460,cd,5/30/20,8,16,Churchill Downs,11,militarist,Geroux F,1-Dec,0.15,0.24,0.18,0.12,0.39,75,67,Vaccarezza Carlo,0.16,0.16,0.08,0.12,0.09,67,65,75,,,,,,0,0
461,cd,5/30/20,8,16,Churchill Downs,12,bakers bay,Ortiz J L,1-Dec,0.14,0.41,0.16,0.22,0.49,64,68,McGaughey III Claude R,0.26,0.21,0.21,0.17,0.17,64,68,68,,,,,,0,0
462,cd,5/30/20,8,16,Churchill Downs,13,mine that star,Carroll D,1-Dec,0,0.3,0.12,0.13,0.41,59,0,Casse Mark,0.13,0.16,0.16,0.13,0.14,59,51,,,,,,,0,0
463,cd,5/30/20,8,16,Churchill Downs,14,barbaroni,Geroux F,15-1,0.15,0.24,0.18,0.08,0.31,69,0,Ennis John,0,0.04,0.04,0.09,,69,41,,,,,,,0,0
464,cd,5/30/20,8,16,Churchill Downs,15,tonaltalitarian,Rocco J S Jr,1-Oct,0,0,0.09,0.06,0.27,75,0,Von Hemel Donnie K,0,0,0.11,0.1,0.19,75,64,71,,,,,,0,0
465,cd,5/30/20,8,16,Churchill Downs,16,all about will,Court J K,1-Oct,0.06,0.25,0.02,0.1,0.36,72,0,Stewart Dallas,0,0,0.12,0.11,0.13,72,70,67,41,55,,,,0,0
466,cd,5/30/20,9,17,Churchill Downs,2,fame feather,Doyle S,15-1,0,0.2,0.09,0.17,0.31,60,84,Davis Christopher,0.26,0.14,0.19,0.19,0.21,67,54,84,78,81,,,,0,0
467,cd,5/30/20,9,17,Churchill Downs,3,dance rhythms,Bejarano R,15-1,0.19,0.19,0.11,0.19,0.41,78,80,Foley Gregory D,0.16,0.06,0.14,0.16,0.16,80,74,74,74,65,,,,0,0
468,cd,5/30/20,9,17,Churchill Downs,1,queen of shades,Velazquez J R,2-Jul,0.21,0.43,0.18,0.24,0.56,62,80,Cox Brad H,0.23,0.21,0.31,0.24,0.23,62,80,71,70,65,,,,0,0
469,cd,5/30/20,9,17,Churchill Downs,4,tia flor,Diaz C A,50-1,0,0.17,0.04,0,0,76,81,Fernandez Kelly A,0,0,0,,,52,998,45,38,36,,,,0,0
470,cd,5/30/20,9,17,Churchill Downs,1A,originator,Landeros C,2-Jul,0.07,0.14,0.07,0.11,0.34,0,85,Wilkes Ian R,0.13,0.13,0.14,,,75,40,71,85,78,,,,0,0
471,cd,5/30/20,9,17,Churchill Downs,5,i'llhandalthecash,Beschizza A,1-Oct,0,0.25,0.14,0.16,0.44,0,84,Handal Raymond,0.1,0.13,0.19,0.17,,84,79,80,84,76,,,,0,0
472,cd,5/30/20,9,17,Churchill Downs,6,bingwa,Corrales G,1-Mar,0.33,0.75,0.24,0.26,0.63,91,50,Ward Wesley A,0.21,0.28,0.19,0.26,0.25,73,84,86,91,50,,,,0,0
473,cd,5/30/20,9,17,Churchill Downs,7,unaquoi,Ortiz J L,1-Aug,0.14,0.41,0.16,0.21,0.42,60,85,Figgins Ollie L III,0.12,0.08,0.15,0.19,0.09,82,79,76,75,85,,,,0,0
474,cd,5/30/20,9,17,Churchill Downs,8,cardamon,Garcia M,1-Aug,0.16,0.29,0.19,0.15,0.41,77,0,Mott William I,0.09,0.1,0.16,0.16,0.13,83,68,64,77,,,,,0,0
475,cd,5/30/20,9,17,Churchill Downs,9,baroness vontrappe,Pedroza M,20-1,0,0,0.09,0.13,0.35,0,75,Hernandez Rey,0.07,0.1,0.14,0.17,0.11,73,57,75,67,69,,,,0,0
476,cd,5/30/20,9,17,Churchill Downs,10,whimsical muse,Graham J,1-Oct,0.11,0.3,0.16,0.21,0.55,66,85,Amoss Thomas,0.17,0.2,0.17,0.25,0.24,47,85,64,73,62,10,10,25,52,1
477,cd,5/30/20,9,17,Churchill Downs,11,dixieincandyland,Rosario J,2-Sep,0.23,0.63,0.21,0.17,0.45,44,80,Kenneally Eddie,0.15,0.21,0.19,0.19,0.19,80,73,69,67,44,,,,0,0
478,cd,5/30/20,9,17,Churchill Downs,12,even beat,Ortiz J L,1-Oct,0.14,0.41,0.16,0.2,0.48,68,85,Maker Michael J,0.17,0.15,0.16,0.18,0.14,47,85,63,69,76,,,,0,0
479,cd,5/30/20,9,17,Churchill Downs,13,hidden facts,Castellano J J,1-Apr,0,0.35,0.13,0.15,0.39,0,87,Lynch Brian A,0.17,0.15,0.14,0.18,,86,87,83,87,82,,,,0,0
480,cd,5/30/20,9,17,Churchill Downs,14,she's all skeet,Geroux F,1-Dec,0.15,0.24,0.18,0.13,0.21,58,86,Howard Neil J,0.11,0.09,0.1,0.04,0,78,62,80,78,58,,,,0,0
481,cd,5/30/20,9,17,Churchill Downs,15,holiday time,Santana R Jr,15-1,0.16,0.36,0.19,0.17,0.46,52,79,Asmussen Steven M,0.18,0.16,0.2,0.17,,74,79,56,65,66,,,,0,0
482,cd,5/30/20,9,17,Churchill Downs,16,vomba,Hernandez C J,1-Apr,0.22,0.33,0.15,0.16,0.38,77,75,Stall Albert M Jr,0.12,0.23,0.19,0.2,0.2,75,65,72,73,77,,,,0,0
483,cd,5/30/20,10,11,Churchill Downs,1,kaziranga,Geroux F,15-1,0.15,0.24,0.18,0.24,0.54,78,81,Shirer Matt A,0.12,0,0.26,0.22,0.22,78,87,76,69,78,,,,0,0
484,cd,5/30/20,10,11,Churchill Downs,2,seek the peak,Gaffalione T,20-1,0.18,0.44,0.18,0.17,0.4,84,69,Walsh Brendan P,0.19,0.17,0.13,0.12,,82,84,79,70,76,,,,0,0
485,cd,5/30/20,10,11,Churchill Downs,3,twelfth labour,Talamo J,20-1,0.02,0.25,0.14,0.1,0.36,87,61,Stewart Dallas,0.1,0.1,0.11,0.13,0.12,82,82,80,85,87,,,,0,0
486,cd,5/30/20,10,11,Churchill Downs,4,plus que parfait,Ortiz J L,1-Jun,0.14,0.41,0.16,0.17,0.4,90,91,Walsh Brendan P,0.19,0.16,0.17,0.13,0.12,86,73,90,91,94,,,,0,0
487,cd,5/30/20,10,11,Churchill Downs,5,tiz mischief,Cohen D,20-1,0.17,0.17,0.14,0.1,0.33,92,36,Romans Dale,0.15,0.08,0.11,0.1,0.13,84,67,77,43,83,,,,0,0
488,cd,5/30/20,10,11,Churchill Downs,6,thirstforlife,Mena M,20-1,0.08,0.2,0.1,0.1,0.31,99,70,Hawley Wesley,0.13,0.1,0.11,0.06,0.09,52,73,84,75,97,,,,0,0
489,cd,5/30/20,10,11,Churchill Downs,7,fearless,Velazquez J R,1-Feb,0.21,0.43,0.18,0.19,0.54,94,0,Pletcher Todd A,0.23,0.21,0.25,,,94,88,91,79,,7,2,1,4.2,1
490,cd,5/30/20,10,11,Churchill Downs,8,top seed,Lanerie C J,1-Mar,0.12,0.33,0.14,0.22,0.49,86,0,McGaughey III Claude R,0.26,0.21,0.24,0.21,0.17,86,59,80,,,,,,0,0
491,cd,5/30/20,10,11,Churchill Downs,9,full of run,Hernandez B J Jr,30-1,0.05,0.41,0.19,0.1,0.33,79,64,Holthus Paul E,0.11,0.11,0.12,0.17,0.11,90,75,72,73,72,,,,0,0
492,cd,5/30/20,10,11,Churchill Downs,10,gun it,Rosario J,1-Mar,0.23,0.63,0.21,0.17,0.46,95,0,Asmussen Steven M,0.18,0.2,0.18,0.17,,83,95,90,87,89,,,,0,0
493,cd,5/30/20,10,11,Churchill Downs,11,lone rock,Santana R Jr,20-1,0.16,0.36,0.19,0.23,0.38,95,64,VanMeter William B,0.14,0.08,0.22,0.05,,77,73,92,91,91,,,,0,0
494,cd,5/30/20,11,14,Churchill Downs,1,juliet foxtrot,Geroux F,2-May,0.15,0.24,0.18,0.24,0.56,0,101,Cox Brad H,0.15,0.24,0.26,0.24,,101,100,98,94,92,,,,0,0
495,cd,5/30/20,11,14,Churchill Downs,2,beau recall,Bridgmohan S X,1-Apr,0.11,0.33,0.21,0.24,0.56,0,103,Cox Brad H,0.15,0.24,0.26,0.24,,92,98,99,103,92,,,,0,0
496,cd,5/30/20,11,14,Churchill Downs,3,winning envelope,Leparoux J R,20-1,0.05,0.28,0.1,0.08,0.31,76,89,Block Chris M,0.1,0.1,0.13,0,,83,89,78,80,84,,,,0,0
497,cd,5/30/20,11,14,Churchill Downs,4,she'sonthewarpath,Sutherland C,20-1,0,0,0.08,0.14,0.31,54,88,Margolis Steve,0.07,0.28,0.2,0.15,0,88,84,81,78,79,,,,0,0
498,cd,5/30/20,11,14,Churchill Downs,5,la signare,Santana R Jr,20-1,0.16,0.36,0.19,0.17,0.4,0,94,Walsh Brendan P,0.19,0.13,0.14,0.13,0.14,88,87,76,84,90,,,,0,0
499,cd,5/30/20,11,14,Churchill Downs,6,nay lady nay,Ortiz J L,1-Apr,0.14,0.41,0.16,0.24,0.59,0,92,Brown Chad C,0.28,0.31,0.26,0.27,0.25,92,84,80,78,69,,,,0,0
500,cd,5/30/20,11,14,Churchill Downs,7,secret message,Velazquez J R,1-Aug,0.21,0.43,0.18,0.17,0.34,70,96,Motion H Graham,0.22,0.19,0.19,0.16,,92,90,96,95,91,7,8,25,53.4,1
501,cd,5/30/20,11,14,Churchill Downs,8,altea,Rosario J,1-Dec,0.23,0.63,0.21,0.24,0.59,0,92,Brown Chad C,0.25,0.26,0.27,0.25,,88,92,82,87,87,,,,0,0
502,cd,5/30/20,11,14,Churchill Downs,9,varenka,Castellano J J,1-Dec,0,0.35,0.13,0.17,0.34,0,88,Motion H Graham,0.22,0.19,0.19,0.16,,84,88,87,80,82,,,,0,0
503,cd,5/30/20,11,14,Churchill Downs,10,hanalei moon,Gaffalione T,20-1,0.18,0.44,0.18,0.13,0.41,80,95,Casse Mark,0.13,0.15,0.16,0.11,,78,95,91,81,91,,,,0,0
504,cd,5/30/20,11,14,Churchill Downs,11,zofelle,Lanerie C J,20-1,0.12,0.33,0.14,0.17,0.4,0,90,Walsh Brendan P,0.19,0.14,0.13,0.14,,86,79,90,80,80,,,,0,0
505,cd,5/30/20,11,14,Churchill Downs,12,coco channel,Bejarano R,50-1,0.19,0.19,0.11,0.08,0.46,75,87,Lopresti Charles,0.12,0.07,0.1,0.07,0,64,53,74,86,70,,,,0,0
506,cd,5/30/20,11,14,Churchill Downs,13,elizabeth way,Hernandez B J Jr,20-1,0.05,0.41,0.19,0.16,0.34,0,89,Attfield Roger L,0.06,0.17,0.17,0.22,,88,89,81,78,72,,,,0,0
507,cd,5/30/20,11,14,Churchill Downs,14,mitchell road,Talamo J,1-Oct,0.02,0.25,0.14,0.15,0.41,0,95,Mott William I,0.2,0.13,0.16,0.13,,80,88,90,86,90,,,,0,0
508,cd,5/31/20,1,7,Churchill Downs,1,miz shelton,Leparoux J R,1-Aug,0.07,0.26,0.1,0.06,0.43,77,40,McGee Paul J,0.26,0.13,0.08,0.2,,53,45,77,47,63,,,,0,0
509,cd,5/31/20,1,7,Churchill Downs,2,straitouttapopcorn,Santana R Jr,1-Dec,0.15,0.36,0.19,0.12,0.47,78,71,Lyster Stephen S,0.19,0,0.2,0.2,0.14,70,70,70,49,65,,,,0,0
510,cd,5/31/20,1,7,Churchill Downs,3,obsolete,McKee J,20-1,0.07,0.2,0.11,0.12,0.29,76,80,Lauer Michael E,0.11,0.12,0.09,,,66,52,47,62,66,,,,0,0
511,cd,5/31/20,1,7,Churchill Downs,4,diamond crazy,Hernandez B J Jr,2-May,0.1,0.4,0.19,0.1,0.35,76,0,Stewart Dallas,0.1,0.11,0.09,0.26,,59,76,76,76,55,,,,0,0
512,cd,5/31/20,1,7,Churchill Downs,5,shesomajestic,Lanerie C J,2-Jul,0.13,0.35,0.14,0.14,0.42,82,51,Hartman Chris A,0.18,0.14,0.15,0.13,0.16,80,41,67,78,82,5,2-Jul,5-Sep,5.8,1
513,cd,5/31/20,1,7,Churchill Downs,6,figure it out,Garcia M,2-Jul,0.16,0.28,0.19,0.17,0.45,73,65,Sharp Joe,0.14,0.09,0.23,0.16,0.19,72,71,75,67,63,,,,0,0
514,cd,5/31/20,1,7,Churchill Downs,7,skamania,Talamo J,1-Feb,0.02,0.26,0.14,0.16,0.38,82,76,Stall Albert M Jr,0.12,0.19,0.2,0.18,,76,75,72,72,73,,,,0,0
515,cd,5/31/20,2,9,Churchill Downs,1,strong yen,Corrales G,2-May,0.31,0.69,0.24,0.33,0.33,83,68,Zehnder Charles D,0.33,0.5,,,,82,74,77,78,81,,,,0,0
516,cd,5/31/20,2,9,Churchill Downs,2,summerduck,Prescott R,1-May,0,0.14,0.08,0,0.25,75,39,Dill George R,0,0.08,0.07,0,,66,59,62,75,75,,,,0,0
517,cd,5/31/20,2,9,Churchill Downs,3,cave run,Gaffalione T,1-Jun,0.18,0.45,0.18,0.18,0.46,79,48,Danner Kelsey,0,0.2,0.14,0.14,0.05,56,68,71,48,75,,,,0,0
518,cd,5/31/20,2,9,Churchill Downs,4,here's carlos,Lanerie C J,1-Jun,0.13,0.35,0.14,0,0.17,75,41,Vance Thomas D,0.09,0.06,0.11,0.16,,79,54,68,69,49,,,,0,0
519,cd,5/31/20,2,9,Churchill Downs,5,crush it,Hernandez B J Jr,2-Jul,0.1,0.4,0.19,0.17,0.45,80,31,Sharp Joe,0.14,0.09,0.02,0.02,0.16,79,60,72,70,72,,,,0,0
520,cd,5/31/20,2,9,Churchill Downs,6,united stand,Ouzts P W,15-1,0,0,0,0,0,87,81,Johnson Karen S,0,0.17,0.19,0.25,0.22,66,16,61,45,66,,,,0,0
521,cd,5/31/20,2,9,Churchill Downs,7,all hansens ondeck,Leon S,1-Aug,0,0.19,0.1,0.15,0.38,81,69,Shifflett Cheryl,0,0,0.13,0.05,0.13,70,64,61,60,81,,,,0,0
522,cd,5/31/20,2,9,Churchill Downs,8,dark arden,McKee J,1-Oct,0.07,0.2,0.11,0,0.3,83,82,Foster Eric,0,0.18,0.11,0.13,0.33,57,68,70,57,74,8,10,20,43.8,1
523,cd,5/31/20,2,9,Churchill Downs,9,ransack,Borel C H,20-1,0,0,0.11,0,0,79,85,Cundiff Waylon,0,0,0.06,0,0,38,65,58,71,43,,,,0,0
524,cd,5/31/20,3,13,Churchill Downs,1,pete marwick,Talamo J,15-1,0.02,0.26,0.14,0.12,0.29,75,59,Lauer Michael E,0.08,0.11,0.08,0.09,,58,60,70,60,55,,,,0,0
525,cd,5/31/20,3,13,Churchill Downs,2,yes i see,Santana R Jr,1-Mar,0.15,0.36,0.19,0,0.37,92,90,Quartarolo Anthony T,0.04,0.08,0.09,0.06,,79,77,77,80,76,,,,0,0
526,cd,5/31/20,3,13,Churchill Downs,3,alittlevodka,Murrill M,1-Aug,0.09,0.13,0.14,0.11,0.32,73,77,Pessin Neil L,0.1,0.06,0.25,1,0.12,60,12,59,67,72,,,,0,0
527,cd,5/31/20,3,13,Churchill Downs,4,star dog,Morales E,20-1,0.13,0.38,0.1,0.05,0.31,76,55,Van Berg Thomas L,0.03,0.07,0.13,0.05,,57,39,58,69,54,,,,0,0
528,cd,5/31/20,3,13,Churchill Downs,5,mr d's way,Sanjur S,15-1,0,0.14,0.1,0.13,0.2,70,68,Manley Steve,0.22,0.13,0.2,0.16,0.2,42,43,58,56,60,,,,0,0
529,cd,5/31/20,3,13,Churchill Downs,6,zanesville,Graham J,2-Sep,0.13,0.31,0.16,0.22,0.55,80,63,Amoss Thomas,0.18,0.2,0.23,0.18,0.22,60,55,64,63,75,6,2-Sep,2-Jul,9.4,1
530,cd,5/31/20,3,13,Churchill Downs,7,fred's country boy,Bermudez S E,1-Jun,0,0,0.14,0.12,0.35,72,59,Livers Charlie,0.09,0.12,0.08,,,57,72,67,66,36,,,,0,0
531,cd,5/31/20,3,13,Churchill Downs,8,new year's luck,Court J K,20-1,0.06,0.25,0.02,0.03,0.16,69,59,Fires William H,0.09,0.07,0.09,0.06,,43,55,45,59,59,,,,0,0
532,cd,5/31/20,3,13,Churchill Downs,9,silvertail,Gomez A,50-1,0,0.14,0,0,0,50,0,Tadeo Erin,0,0,0,0,,998,998,998,47,50,,,,0,0
533,cd,5/31/20,3,13,Churchill Downs,10,carmelo,Esquivel E,1-Oct,0,0,0.14,0.06,0.19,71,64,Johnson Mike W,0.06,0.08,0.06,0.09,0.03,55,65,65,67,73,,,,0,0
534,cd,5/31/20,3,13,Churchill Downs,11,junket,Ramos J D,1-Aug,0,0.2,0.13,0.11,0.33,80,81,Garcia Genaro,0.14,0.18,0.16,0.2,,62,62,54,31,71,,,,0,0
535,cd,5/31/20,3,13,Churchill Downs,12,rocko's wheel,Baze T C,1-Apr,0.13,0.31,0.1,0.12,0.35,92,59,D'Amato Philip,0.14,0.15,0.15,0.19,,33,72,74,60,77,,,,0,0
536,cd,5/31/20,3,13,Churchill Downs,13,lemon blitz,Murrill M,1-Dec,0.09,0.13,0.14,0.16,0.31,73,75,Davis Christopher,0.14,0.14,0.14,0.2,,63,63,62,60,63,,,,0,0
537,cd,5/31/20,4,10,Churchill Downs,1,new day dawning,Santana R Jr,1-Oct,0.15,0.36,0.19,0.12,0.4,61,66,Brisset Rodolphe,0.1,0.18,0.1,0.15,0.08,66,18,61,65,60,,,,0,0
538,cd,5/31/20,4,10,Churchill Downs,2,maggie's monarch,Ramos J D,20-1,0,0.2,0.13,0.07,0.29,48,50,Ennis John,0,0,0,0.12,0.03,46,33,50,48,,,,,0,0
539,cd,5/31/20,4,10,Churchill Downs,3,dixie mo,Corrales G,1-Aug,0.31,0.69,0.24,0.25,0.63,46,54,Ward Wesley A,0.21,0.12,0.27,0.17,0.19,54,34,28,44,46,,,,0,0
540,cd,5/31/20,4,10,Churchill Downs,4,seahawk lisa,Velazquez J R,15-1,0.24,0.42,0.19,0.13,0.35,63,65,Hollendorfer Jerry,0.2,0.14,0.15,0.16,0.14,59,63,63,60,65,,,,0,0
541,cd,5/31/20,4,10,Churchill Downs,5,swanage,Ortiz J L,1-Jun,0.13,0.39,0.15,0.17,0.46,62,69,Asmussen Steven M,0.18,0.15,0.16,0.18,0.2,35,62,54,60,69,,,,0,0
542,cd,5/31/20,4,10,Churchill Downs,6,his glory,Bridgmohan S X,1-Oct,0.09,0.27,0.21,0.24,0.56,78,0,Cox Brad H,0.23,0.33,0.23,0.31,0.24,48,75,74,53,78,6,10,7,16.8,1
543,cd,5/31/20,4,10,Churchill Downs,7,go stormin girl,Talamo J,30-1,0.02,0.26,0.14,0.19,0.27,50,44,Sanner Daniel E,0,0,0.14,0,0,50,12,43,21,41,,,,0,0
544,cd,5/31/20,4,10,Churchill Downs,8,omnia,Leparoux J R,1-Aug,0.07,0.26,0.1,0.11,0.34,34,67,Wilkes Ian R,0.11,0.14,0.12,0.13,0.23,54,57,67,63,42,,,,0,0
545,cd,5/31/20,4,10,Churchill Downs,9,ginseng,Geroux F,1-Feb,0.12,0.24,0.18,0.24,0.56,0,79,Cox Brad H,0.21,0.24,0.25,0.27,,79,71,71,70,65,,,,0,0
546,cd,5/31/20,4,10,Churchill Downs,10,hey kitten,Gaffalione T,2-May,0.18,0.45,0.18,0.12,0.4,0,76,Brisset Rodolphe,0.09,0.1,0.15,0.08,,76,75,73,60,63,,,,0,0
547,cd,5/31/20,5,9,Churchill Downs,1,plea,Hernandez C J,1-Aug,0.22,0.33,0.15,0.11,0.34,44,0,Drury Thomas Jr,0.33,0.28,0.16,0.24,0.21,44,44,,,,,,,0,0
548,cd,5/31/20,5,9,Churchill Downs,2,portofina,Doyle S,20-1,0,0.17,0.09,0.11,0.36,48,0,Glover Tracey,0,0.09,0.07,0.04,0.07,48,,,,,,,,0,0
549,cd,5/31/20,5,9,Churchill Downs,3,paris lights,Gaffalione T,1-Mar,0.18,0.45,0.18,0.15,0.41,0,0,Mott William I,0.15,0.15,0.16,0.2,0.17,62,,,,,3,3,5-Sep,5.6,1
550,cd,5/31/20,5,9,Churchill Downs,4,curls and bows,Ortiz J L,1-Aug,0.13,0.39,0.15,0.14,0.34,55,0,McPeek Kenneth G,0.1,0.13,0.14,0.12,,38,55,60,43,,,,,0,0
551,cd,5/31/20,5,9,Churchill Downs,5,english,Thurman E,30-1,0,0,0,0,0.33,30,0,Thurman Rhonda,0,0,0,0,,46,46,37,30,,,,,0,0
552,cd,5/31/20,5,9,Churchill Downs,6,new hope road,Lanerie C J,1-May,0.13,0.35,0.14,0.08,0.28,69,0,Arnold George R II,0.13,0.13,0.14,0.14,0.12,57,69,67,,,,,,0,0
553,cd,5/31/20,5,9,Churchill Downs,7,free,Cannon D,1-Aug,0,0.06,0.09,0.06,0.35,52,0,Kobiskie Dane,0.17,0.13,0.06,0.14,0.06,52,,,,,,,,0,0
554,cd,5/31/20,5,9,Churchill Downs,8,glamour girl,Garcia M,2-Jul,0.16,0.28,0.19,0.11,0.41,72,0,Jones J Larry,0.19,0.17,0.13,0.09,,68,72,73,54,53,,,,0,0
555,cd,5/31/20,5,9,Churchill Downs,9,jeweled princess,Hernandez B J Jr,2-Jul,0.1,0.4,0.19,0.14,0.34,66,0,McPeek Kenneth G,0.14,0.13,0.14,0.12,,66,37,64,75,66,,,,0,0
556,cd,5/31/20,6,16,Churchill Downs,1,my bets,Saez G,1-Dec,0.08,0.33,0.13,0.15,0.35,0,0,Sims Phillip A,0.05,0,0.15,0.14,0.12,,,,,,,,,0,0
557,cd,5/31/20,6,16,Churchill Downs,2,miss annie,Court J K,15-1,0.06,0.25,0.02,0.03,0.16,33,0,Fires William H,0,0.07,0.04,0.09,,9,33,,,,,,,0,0
558,cd,5/31/20,6,16,Churchill Downs,3,zippy ki yay,Ramos J D,1-Dec,0,0.2,0.13,0.14,0.43,0,0,Holsapple Hutch,0.2,0.12,0.3,,,,,,,,,,,0,0
559,cd,5/31/20,6,16,Churchill Downs,4,annie'sgoldengirl,Bejarano R,1-Aug,0.15,0.15,0.11,0.09,0.3,0,0,Correas Ignacio IV,0.14,0,0.16,0.17,0.14,,,,,,,,,0,0
560,cd,5/31/20,6,16,Churchill Downs,5,worthaprettypenny,McKee J,1-Aug,0.07,0.2,0.11,0,0.3,33,0,Foster Eric,0.14,0.11,0.13,0.04,,29,33,2,29,25,,,,0,0
561,cd,5/31/20,6,16,Churchill Downs,6,cavatica,Rocco J S Jr,1-Jun,0,0,0.09,0.06,0.27,32,0,Von Hemel Donnie K,0.14,0,0,0.2,0.11,32,,,,,,,,0,0
562,cd,5/31/20,6,16,Churchill Downs,7,american values,Jimenez A,1-Dec,0.06,0.38,0.21,0.13,0.42,34,32,Colebrook Ben,0.14,0.14,0.13,0.11,,22,34,22,32,,,,,0,0
563,cd,5/31/20,6,16,Churchill Downs,8,azlynn's dreamer,Prescott R,1-Jun,0,0.14,0.08,0.05,0.29,48,0,Matthews Randy,0.08,0.15,0.19,0.16,,48,31,11,,,,,,0,0
564,cd,5/31/20,6,16,Churchill Downs,9,ready to play,Cannon D,1-Jun,0,0.06,0.09,0.13,0.42,46,43,Colebrook Ben,0.14,0.14,0.13,0.11,,27,46,43,998,,,,,0,0
565,cd,5/31/20,6,16,Churchill Downs,10,whoville,Murrill M,1-Oct,0.09,0.13,0.14,0.04,0.18,48,0,Williamson Brian,0.04,0.11,0.11,0.16,,27,45,35,23,48,10,10,5,12.2,1
566,cd,5/31/20,6,16,Churchill Downs,11,every single day,Graham J,2-May,0.13,0.31,0.16,0.22,0.55,67,67,Amoss Thomas,0.2,0.23,0.25,0.29,,35,52,60,67,53,,,,0,0
567,cd,5/31/20,6,16,Churchill Downs,12,slainte,Albarado R J,1-Dec,0,0.2,0.06,0.22,0.33,26,0,O'Donnell Marcus,0.14,0.06,0,0.09,,26,998,15,,,,,,0,0
568,cd,5/31/20,6,16,Churchill Downs,13,cold hearted wench,Rocco J S Jr,1-Apr,0,0,0.09,0.13,0.25,49,43,Tomlinson Michael A,0.07,0.21,0.14,0.16,0.12,49,43,,,,,,,0,0
569,cd,5/31/20,6,16,Churchill Downs,14,bionic rosie,Aragon R,1-Aug,0,0.25,0.03,0.09,0.36,27,0,Evans II Michael,0.09,0.08,0,0.2,0.1,27,,,,,,,,0,0
570,cd,5/31/20,6,16,Churchill Downs,15,thank you girl,Gomez A,15-1,0,0.14,0,0,0,0,0,Wojczynski Justin,0,0,0,,,,,,,,,,,0,0
571,cd,5/31/20,6,16,Churchill Downs,16,flashback bear,Santana R Jr,1-Aug,0.15,0.36,0.19,0.17,0.41,0,0,Walsh Brendan P,0.08,0.17,0.19,0.17,,,,,,,,,,0,0
572,cd,5/31/20,7,13,Churchill Downs,1,yamano maker,Velazquez J R,1-Apr,0.24,0.42,0.19,0.15,0.41,88,57,Mott William I,0.26,0.2,0.16,0.11,,66,57,82,14,61,,,,0,0
573,cd,5/31/20,7,13,Churchill Downs,2,stormin el prado,Ortiz A,50-1,0,0,0.06,0,0,64,69,Beasley Monte,0,0.14,0.16,0.14,,22,37,64,58,61,,,,0,0
574,cd,5/31/20,7,13,Churchill Downs,3,deacon,Garcia M,15-1,0.16,0.28,0.19,0.13,0.35,56,44,Hernandez Rey,0.1,0.18,0.17,0.29,,43,44,56,52,34,,,,0,0
575,cd,5/31/20,7,13,Churchill Downs,4,tiz our turn,Court J K,20-1,0.06,0.25,0.02,0,0,81,52,Bindner Walter M Jr,0.2,0,0,,,37,64,81,56,71,,,,0,0
576,cd,5/31/20,7,13,Churchill Downs,5,k w captain flint,Rocco J S Jr,1-Oct,0,0,0.09,0.13,0.25,48,64,Tomlinson Michael A,0.08,0.12,0.21,0.14,0.16,62,64,60,48,,,,,0,0
577,cd,5/31/20,7,13,Churchill Downs,6,special reserve,Cannon D,1-Oct,0,0.06,0.09,0.07,0.25,76,68,Morse Randy L,0.05,0.07,0.07,0.06,,68,57,79,76,42,,,,0,0
578,cd,5/31/20,7,13,Churchill Downs,7,coltonator,Bejarano R,1-Aug,0.15,0.15,0.11,0.19,0.4,85,74,Foley Gregory D,0.16,0.16,0.16,0.16,,63,65,76,70,74,7,8,5,12,1
